//ID	Item Name	Description	Price	Hot	Items	Quantity	Duration	Stock
1	Fairy Ration	Recovers the stamina of a Pet	20	-1	227	99	1682401669	0
//275	JESS 2B	JESIB	Apparel	199	-1	10645	1	-1	-1
//275	JESS 3A	JESIA	Apparel	199	-1	10646	1	-1	-1
//275	JESS 4G	JESIG	Apparel	199	-1	10647	1	-1	-1
//275	JESS 5S	JESIS	Apparel	199	-1	10648	1	-1	-1
//275	JESSH2	JES9S	Apparel	199	-1	10649	1	-1	-1
//275	Kim's Sexy Suit	Apparel	199	-1	10650	1	-1	-1
//275	Kim's Sexy Boot	Apparel	199	-1	10651	1	-1	-1
//275	Kim's Machine Gun	Apparel	199	-1	10652	1	-1	-1
//275	Golden Dragon Armor	Apparel	199	-1	10653	1	-1	-1
//275	Golden Dragon Gloves	Apparel	199	-1	10654	1	-1	-1
//275	Golden Dragon Boots	Apparel	199	-1	10655	1	-1	-1
//275	Vinicius Hat	Apparel	199	-1	10656	1	-1	-1
//275	Vinicius Armor	Apparel	199	-1	10657	1	-1	-1
//275	Vinicius Dagger	Apparel	199	-1	10658	1	-1	-1
//275	JoW-Madara Hat	Apparel	199	-1	10659	1	-1	-1
//275	JoW-Madara Armor	Apparel	199	-1	10660	1	-1	-1
//275	JoW-Madara Boots	Apparel	199	-1	10661	1	-1	-1
//275	JoW-Demon Staff	Apparel	199	-1	10662	1	-1	-1
//275	JoW-6 Paths Hat	Apparel	199	-1	10663	1	-1	-1
//275	Dragon-Boll-Blue	Apparel	199	-1	10664	1	-1	-1
//275	Seba Cruss	Apparel	199	-1	10665	1	-1	-1
//275	Seba SS	Apparel	199	-1	10666	1	-1	-1
//275	Seba Champ	Apparel	199	-1	10667	1	-1	-1
//275	Schwi da Pro Armor V.2	Apparel	199	-1	10668	1	-1	-1
//275	Schwi da Pro Staff	Apparel	199	-1	10669	1	-1	-1
//275	Kim's Food Panda Bag	Apparel	199	-1	10670	1	-1	-1
//275	Bape's Dagger	Apparel	199	-1	10671	1	-1	-1
//275	Bape's Staff	Apparel	199	-1	10672	1	-1	-1
//275	Bape's Blades	Apparel	199	-1	10673	1	-1	-1
//275	Jhay's Broly Hat	Apparel	199	-1	10674	1	-1	-1
//275	Jhay's Broly Armor	Apparel	199	-1	10675	1	-1	-1
//275	Jhay's Black Hammer	Apparel	199	-1	10676	1	-1	-1
//275	Champffy Hat	Apparel	199	-1	10677	1	-1	-1
//275	Chamffy Armor	Apparel	199	-1	10678	1	-1	-1
//275	Sagar Gun Pink	Apparel	199	-1	10679	1	-1	-1
//275	Kabbalah armor	Apparel	199	-1	10680	1	-1	-1
//275	Kabbalah hat	Apparel	199	-1	10681	1	-1	-1
//275	Zeekees hat	Apparel	199	-1	10682	1	-1	-1
//275	Zamudio Goku Hat	Apparel	199	-1	10683	1	-1	-1
//275	Zamudio Goku Armor	Apparel	199	-1	10684	1	-1	-1
//275	Zamudio Goku boots	Apparel	199	-1	10685	1	-1	-1
//275	Dragon-Boll-2Star Gun	Apparel	199	-1	10686	1	-1	-1
//275	Zamudio Ssj BoW	jwzbw	Apparel	199	-1	10687	1	-1	-1
//275	JoW-Madara Dagger	Apparel	199	-1	10688	1	-1	-1
//275	Koto Gun	Apparel	199	-1	10689	1	-1	-1
//275	Koto Bow	Apparel	199	-1	10690	1	-1	-1
//275	Koto Dagger	Apparel	199	-1	10691	1	-1	-1
//275	Sacerdot  Hammer	Apparel	199	-1	10692	1	-1	-1
//275	Sacerdot-P Armor	Apparel	199	-1	10693	1	-1	-1
//275	Sacerdot Boots	Apparel	199	-1	10694	1	-1	-1
//275	Sacerdot Gloves	Apparel	199	-1	10695	1	-1	-1
//275	Sacerdot Hat	Apparel	199	-1	10696	1	-1	-1
//275	Sacerdot Armor	Apparel	199	-1	10697	1	-1	-1
//275	Kiran	Febx3	Apparel	199	-1	10698	1	-1	-1
//275	Kiran.Lance.Armor	Apparel	199	-1	10699	1	-1	-1
//275	Kiran.Champ.Hammer	Apparel	199	-1	10700	1	-1	-1
//275	Esezeta Bow	Apparel	199	-1	10701	1	-1	-1
//275	Esezeta's Bow	Apparel	199	-1	10702	1	-1	-1
//275	Seba Bow	Apparel	199	-1	10703	1	-1	-1
//275	Jno Armor	Apparel	199	-1	10704	1	-1	-1
//275	Jno Hammer	Apparel	199	-1	10705	1	-1	-1
//275	Marithea Staff	Apparel	199	-1	10706	1	-1	-1
//275	JoW-P-Devil Hat	Apparel	199	-1	10707	1	-1	-1
//275	JoW-P-Devil Armor	Apparel	199	-1	10708	1	-1	-1
//275	JoW-Dexter Hat	Apparel	199	-1	10709	1	-1	-1
//275	JoW-Wt-Demon Hat	Apparel	199	-1	10710	1	-1	-1
//275	JoW-Flame Blade	Apparel	199	-1	10711	1	-1	-1
//275	Sacerdot' Staff	Apparel	199	-1	10712	1	-1	-1
//275	Jason's Hat	Apparel	199	-1	10713	1	-1	-1
//275	Jason's Armor	Apparel	199	-1	10714	1	-1	-1
//275	Jason's Gloves	Apparel	199	-1	10715	1	-1	-1
//275	Jason's Boots	Apparel	199	-1	10716	1	-1	-1
//275	Jason's Fury	Apparel	199	-1	10717	1	-1	-1
//275	Jason's Hammer	Apparel	199	-1	10718	1	-1	-1
//275	Belico Armor	Apparel	199	-1	10719	1	-1	-1
//275	Belico Hat	Apparel	199	-1	10720	1	-1	-1
//275	Belico Staff	Apparel	199	-1	10721	1	-1	-1
//275	Bape's Merchat Armor	Apparel	199	-1	10722	1	-1	-1
//275	Bape's Crusader Armor	Apparel	199	-1	10723	1	-1	-1
//275	Bape's Knife	Apparel	199	-1	10724	1	-1	-1
//275	Bape's Cutter	Apparel	199	-1	10725	1	-1	-1
//275	Bape's Merchant Helm	Apparel	199	-1	10726	1	-1	-1
//275	Bape's Slash X	Apparel	199	-1	10727	1	-1	-1
//275	Bape's Hammer	Apparel	199	-1	10728	1	-1	-1
//275	Jhay's Shoes	Apparel	199	-1	10729	1	-1	-1
//275	Jhay's Gauntlet	Apparel	199	-1	10730	1	-1	-1
//275	Jhay's Helm V1	Apparel	199	-1	10731	1	-1	-1
//275	Jhay's Tattoo	Apparel	199	-1	10732	1	-1	-1
//275	Chamffy Furies	Apparel	199	-1	10733	1	-1	-1
//275	Jhay's Katana	Apparel	199	-1	10734	1	-1	-1
//275	VIP White Hair	Apparel	199	-1	10735	1	-1	-1
//275	VIP Blue Armor	Apparel	199	-1	10736	1	-1	-1
//275	VIP White Swords	Apparel	199	-1	10737	1	-1	-1
//275	Pegaso Hat	BtoHt	Apparel	199	-1	10738	1	-1	-1
//275	Runic Weapons Knife	Apparel	199	-1	10739	1	-1	-1
//275	Runic Weapons Cutter	Apparel	199	-1	10740	1	-1	-1
//275	Pegaso Swords	Apparel	199	-1	10741	1	-1	-1
//275	Sealed Staff	Apparel	199	-1	10742	1	-1	-1
//275	Fish Hammer	Apparel	199	-1	10743	1	-1	-1
//275	Michael Gun 2	Apparel	199	-1	10744	1	-1	-1
//275	Roush White Armor	Apparel	199	-1	10745	1	-1	-1
//275	Roush White Hat	Apparel	199	-1	10746	1	-1	-1
//275	Roush Black Dagger	Apparel	199	-1	10747	1	-1	-1
//275	Weapon's Dawn	Apparel	199	-1	10748	1	-1	-1
//275	Byron's DeathCap	Apparel	199	-1	10749	1	-1	-1
//275	Weapon's Archer	Apparel	199	-1	10750	1	-1	-1
//275	Byron BD Torso	Apparel	199	-1	10751	1	-1	-1
//275	Byron BD Claw	Apparel	199	-1	10752	1	-1	-1
//275	Byron BD Wings	Apparel	199	-1	10753	1	-1	-1
//275	JoW-DarkTime Bow	Apparel	199	-1	10754	1	-1	-1
//275	Sacerdot BoW	Apparel	199	-1	10755	1	-1	-1
//275	Sacerdott Hat	Apparel	199	-1	10756	1	-1	-1
//275	Kuro Armor	Apparel	199	-1	10757	1	-1	-1
//275	Kuro Gloves	Apparel	199	-1	10758	1	-1	-1
//275	Kuro Hat	Apparel	199	-1	10759	1	-1	-1
//275	Kuro Boots	Apparel	199	-1	10760	1	-1	-1
//275	Kuro Kunai's	Apparel	199	-1	10761	1	-1	-1
//275	Minguito Kunai's	Apparel	199	-1	10762	1	-1	-1
//275	Sparky Armor	Apparel	199	-1	10763	1	-1	-1
//275	Sparky Gloves	Apparel	199	-1	10764	1	-1	-1
//275	Sparky Hat	Apparel	199	-1	10765	1	-1	-1
//275	Minguito Armor	Apparel	199	-1	10766	1	-1	-1
//275	Sparky Dagger	Apparel	199	-1	10767	1	-1	-1
//275	Minguito Hat	Apparel	199	-1	10768	1	-1	-1
//275	Kim's Yakuza Shield	Apparel	199	-1	10769	1	-1	-1
//275	Kim's Braided Hair	Apparel	199	-1	10770	1	-1	-1
//275	Kim's Holy Dagger	Apparel	199	-1	10771	1	-1	-1
//275	Kim's Winged Gun	Apparel	199	-1	10772	1	-1	-1
//275	Kim's Iron Bow	Apparel	199	-1	10773	1	-1	-1
//275	Kim's Ruby Wand	Apparel	199	-1	10774	1	-1	-1
//275	Jess Purple Mohawk (Winged)	Apparel	199	-1	10775	1	-1	-1
//275	Jess Cyan Mohawk (N.Wing)	Apparel	199	-1	10776	1	-1	-1
//275	Jess Y.G Mohawk (N.Wing)	Apparel	199	-1	10777	1	-1	-1
//275	KeixUchiha Armor	Apparel	199	-1	10778	1	-1	-1
//275	KeixUchiha Hair	Apparel	199	-1	10779	1	-1	-1
//275	KeixUchiha Boots	Apparel	199	-1	10780	1	-1	-1
//275	Runic Hammer	Apparel	199	-1	10781	1	-1	-1
//275	Geppetto's  BoW	Apparel	199	-1	10782	1	-1	-1
//275	Runic BoW	Apparel	199	-1	10783	1	-1	-1
//275	Sacerdott Armor	Apparel	199	-1	10784	1	-1	-1
//275	Sacerdott Boots	Apparel	199	-1	10785	1	-1	-1
//275	Sacerdott Gloves	Apparel	199	-1	10786	1	-1	-1
//275	BlueLiquid Armor	Apparel	199	-1	10787	1	-1	-1
//275	BlueLiquid Hat	Apparel	199	-1	10788	1	-1	-1
//275	BlueLiquid Greatsword	Apparel	199	-1	10789	1	-1	-1
//275	Kiran Hat	Apparel	199	-1	10790	1	-1	-1
//275	Kiran Broly Black	Apparel	199	-1	10791	1	-1	-1
//275	Kiran Swords	Apparel	199	-1	10792	1	-1	-1
//275	Broly SSJ4 Armor	Apparel	199	-1	10793	1	-1	-1
//275	Broly SSJ4 Boots	Apparel	199	-1	10794	1	-1	-1
//275	Broly SSJ4 Hat	Apparel	199	-1	10795	1	-1	-1
//275	PaulBrazzers Hat	Apparel	199	-1	10796	1	-1	-1
//275	PaulBrazzers Armor	Apparel	199	-1	10797	1	-1	-1
//275	PaulBrazzers Hammer	Apparel	199	-1	10798	1	-1	-1
//275	PaulGhoul Hat	Apparel	199	-1	10799	1	-1	-1
//275	PaulGhoul Armor	Apparel	199	-1	10800	1	-1	-1
//275	Minguita Bow	Apparel	199	-1	10801	1	-1	-1
//275	Minguita Armor	Apparel	199	-1	10802	1	-1	-1
//275	Minguita Boots	Apparel	199	-1	10803	1	-1	-1
//275	Minguita Gloves	Apparel	199	-1	10804	1	-1	-1
//275	Musa Armor	Apparel	199	-1	10805	1	-1	-1
//275	Musa Boots	Apparel	199	-1	10806	1	-1	-1
//275	Musa Gloves	Apparel	199	-1	10807	1	-1	-1
//275	Musa Bow	Apparel	199	-1	10808	1	-1	-1
//275	Musa Hat	Apparel	199	-1	10809	1	-1	-1
//275	Minguita Hat	Apparel	199	-1	10810	1	-1	-1
//275	Black Belico Armor	Apparel	199	-1	10811	1	-1	-1
//275	Broly SSJ4 Gloves	Apparel	199	-1	10812	1	-1	-1
//275	Hammer White	Apparel	199	-1	10813	1	-1	-1
//275	Seba's Merch Hat	Apparel	199	-1	10814	1	-1	-1
//275	Seba's Merch Armor	Apparel	199	-1	10815	1	-1	-1
//275	Seba's Merch Knife	Apparel	199	-1	10816	1	-1	-1
//275	Seba's Merch Cutter	Apparel	199	-1	10817	1	-1	-1
//275	MDMA666* Armor	Apparel	199	-1	10818	1	-1	-1
//275	MDMA666* Gauntlets	Apparel	199	-1	10819	1	-1	-1
//275	MDMA666* Boots	Apparel	199	-1	10820	1	-1	-1
//275	MDMA666* Helm	Apparel	199	-1	10821	1	-1	-1
//275	MDMA666* Hammer	Apparel	199	-1	10822	1	-1	-1
//275	Venom666* Reapers Knife	Apparel	199	-1	10823	1	-1	-1
//275	Venom666* Reapers Cutter	Apparel	199	-1	10824	1	-1	-1
//275	*CrackMan6666 Armor	Apparel	199	-1	10825	1	-1	-1
//275	*CrackMan6666 Boots	Apparel	199	-1	10826	1	-1	-1
//275	*CrackMan6666 Gloves	Apparel	199	-1	10827	1	-1	-1
//275	VampireWingBow	Apparel	199	-1	10828	1	-1	-1
//275	BloodyNurseArmor	Apparel	199	-1	10829	1	-1	-1
//275	VampireBloodHat	Apparel	199	-1	10830	1	-1	-1
//275	PinkUmbrella Gun	Apparel	199	-1	10831	1	-1	-1
//275	Vampiric Sword	Apparel	199	-1	10832	1	-1	-1
//275	Butler Dagger	Apparel	199	-1	10833	1	-1	-1
//275	Demonyo Staff	Apparel	199	-1	10834	1	-1	-1
//275	DemonyongAhas Bow	Apparel	199	-1	10835	1	-1	-1
//275	Demonyo Axe	Apparel	199	-1	10836	1	-1	-1
//275	Musa Gun	Apparel	199	-1	10837	1	-1	-1
//275	Brazzers CS Hammer	Apparel	199	-1	10838	1	-1	-1
//275	Brazzers CS Hat	Apparel	199	-1	10839	1	-1	-1
//275	Brazzers CS Armor	Apparel	199	-1	10840	1	-1	-1
//275	Sailent Dagger	Apparel	199	-1	10841	1	-1	-1
//275	[Sophia] Black Romance - Hair	Apparel	199	-1	10842	1	-1	-1
//275	[Sophia] Black Romance - Armor	Apparel	199	-1	10843	1	-1	-1
//275	Minguita Gun	Apparel	199	-1	10844	1	-1	-1
//275	[Sophia] Black Romance - Staff	Apparel	199	-1	10845	1	-1	-1
//275	Fade's Shiro Kami	Apparel	199	-1	10846	1	-1	-1
//275	Fade's Shiro Kama Knife	Apparel	199	-1	10847	1	-1	-1
//275	Fade's Shiro Kama Cutter	Apparel	199	-1	10848	1	-1	-1
//275	Fade's Shiro Yoroi	Apparel	199	-1	10849	1	-1	-1
//275	BerserkerFate FC Armor	Apparel	199	-1	10850	1	-1	-1
//275	BerserkerFate FC Gloves	Apparel	199	-1	10851	1	-1	-1
//275	BerserkerFate FC Boots	Apparel	199	-1	10852	1	-1	-1
//275	Ares Armor	Apparel	199	-1	10853	1	-1	-1
//275	Ares Boots	Apparel	199	-1	10854	1	-1	-1
//275	Ares Bow	Apparel	199	-1	10855	1	-1	-1
//275	VanHellSing Hat	Apparel	199	-1	10856	1	-1	-1
//275	BerserkerHercules FC Hat	Apparel	199	-1	10857	1	-1	-1
//275	BerserkerNameLess FC Hammer	Apparel	199	-1	10858	1	-1	-1
//275	Ursula da best A S H Hat	Apparel	199	-1	10859	1	-1	-1
//Ursula da best A S H Knife	Apparel	199	-1	10860	1	-1	-1
//275	Ursula da best A S H Cutter	Apparel	199	-1	10861	1	-1	-1
//275	Ursula da best  A S H Armor	Apparel	199	-1	10862	1	-1	-1
//275	Ryuk Hat	Apparel	199	-1	10863	1	-1	-1
//275	Ryuk  hammer	Apparel	199	-1	10864	1	-1	-1
//275	Ryuk armor	Apparel	199	-1	10865	1	-1	-1
//275	Necro Fal Armor	Apparel	199	-1	10866	1	-1	-1
//275	Black Demon Helm	Apparel	199	-1	10867	1	-1	-1
//275	Satanism Katana	Apparel	199	-1	10868	1	-1	-1
//275	Roush Dagger	Apparel	199	-1	10869	1	-1	-1
//275	Roush Helmet	Apparel	199	-1	10870	1	-1	-1
//275	Roush Armor	Apparel	199	-1	10871	1	-1	-1
//275	Entile Hat	Apparel	199	-1	10872	1	-1	-1
//275	Entile Armor	Apparel	199	-1	10873	1	-1	-1
//275	Entile Hammer	Apparel	199	-1	10874	1	-1	-1
//275	xHolidays Hat	Apparel	199	-1	10875	1	-1	-1
//275	Filthy Boots	Apparel	199	-1	10878	1	-1	-1
//275	Filthy Staff	Apparel	199	-1	10879	1	-1	-1
//275	Versa Swords	Apparel	199	-1	10880	1	-1	-1
//275	Serenity Gun	Apparel	199	-1	10881	1	-1	-1
//275	Serenity Hat	Apparel	199	-1	10882	1	-1	-1
//275	Serenity Armor	Apparel	199	-1	10883	1	-1	-1
//275	Serenity Bow	Apparel	199	-1	10884	1	-1	-1
//275	Vertic Hat	Apparel	199	-1	10885	1	-1	-1
//275	Vertic Armor	Apparel	199	-1	10886	1	-1	-1
//275	Vertic Dagger	Apparel	199	-1	10887	1	-1	-1
//275	K7-Leetha Hat	Apparel	199	-1	10888	1	-1	-1
//275	K7-Leetha Armor	Apparel	199	-1	10889	1	-1	-1
//275	The Agony Hammer	Apparel	199	-1	10890	1	-1	-1
//275	Sailent Armor	Apparel	199	-1	10891	1	-1	-1
//275	K7-Leetha Claw	Apparel	199	-1	10892	1	-1	-1
//275	K7-Boots	Apparel	199	-1	10893	1	-1	-1
//275	Mitsuki's Yoroi	Apparel	199	-1	10894	1	-1	-1
//275	Mitsuki's Tebukuro	Apparel	199	-1	10895	1	-1	-1
//275	Mitsuki's Butsu	Apparel	199	-1	10896	1	-1	-1
//275	Belion Hat	Apparel	199	-1	10897	1	-1	-1
//275	Belion Dagger	Apparel	199	-1	10898	1	-1	-1
//275	Freyja Staff	Apparel	199	-1	10899	1	-1	-1
//275	JaviLuffy Hat	Apparel	199	-1	10900	1	-1	-1
//275	JaviLuffy Armor	Apparel	199	-1	10901	1	-1	-1
//275	JaviLuffy Boots	Apparel	199	-1	10902	1	-1	-1
//275	JaviLuffyL Hat	Apparel	199	-1	10903	1	-1	-1
//275	JaviLuffyL Armor	Apparel	199	-1	10904	1	-1	-1
//275	JaviRose Dagger	Apparel	199	-1	10905	1	-1	-1
//275	Manan Swords	Apparel	199	-1	10906	1	-1	-1
//275	Manan Hammer	Apparel	199	-1	10907	1	-1	-1
//275	Febskyjr Gloves	Apparel	199	-1	10908	1	-1	-1
//275	HEF Goddess Hair	Apparel	199	-1	10909	1	-1	-1
//275	HEF Goddess Armor	Apparel	199	-1	10910	1	-1	-1
//275	HEF Goddess Bow	Apparel	199	-1	10911	1	-1	-1
//275	xHollidays Armor	Apparel	199	-1	10912	1	-1	-1
//275	Zyren Armor0	Apparel	199	-1	10913	1	-1	-1
//275	Zyren Hat	Apparel	199	-1	10914	1	-1	-1
//275	OP T.Law Hat	Apparel	199	-1	10915	1	-1	-1
//275	OP T.Law Wano Kimono Armor	Apparel	199	-1	10916	1	-1	-1
//275	OP T.Law Katana Gun	Apparel	199	-1	10917	1	-1	-1
//275	OP Sabo Hat	Apparel	199	-1	10918	1	-1	-1
//275	OP SaboSuit Armor	Apparel	199	-1	10919	1	-1	-1
//275	OP T.Law Katana Bow	Apparel	199	-1	10920	1	-1	-1
//275	Superska Armor	Apparel	199	-1	10921	1	-1	-1
//275	Pink angel gun	Apparel	199	-1	10922	1	-1	-1
//275	SuperChamp Hammer	Apparel	199	-1	10923	1	-1	-1
//275	Seba Knife	Apparel	199	-1	10924	1	-1	-1
//275	Seba Cutter	Apparel	199	-1	10925	1	-1	-1
//275	merchant Seba Hat S2	Apparel	199	-1	10926	1	-1	-1
//275	merch seba amor S2	Apparel	199	-1	10927	1	-1	-1
//275	Jotaah Ami Armor	Apparel	199	-1	10928	1	-1	-1
//275	Jotaah Merch Knife	Apparel	199	-1	10929	1	-1	-1
//275	Jotaah Merch Cutter	Apparel	199	-1	10930	1	-1	-1
//275	Jotaah Ami Hat	Apparel	199	-1	10931	1	-1	-1
//275	OP Eustass Kid Hat	Apparel	199	-1	10932	1	-1	-1
//275	OP Eustass Kid Armor	Apparel	199	-1	10933	1	-1	-1
//275	Skusta MoonFall Bow	Apparel	199	-1	10934	1	-1	-1
//275	Jotaah Lance Armor	Apparel	199	-1	10935	1	-1	-1
//275	Jotaah Cruss Sword	Apparel	199	-1	10936	1	-1	-1
//275	Jotaah Lance Armor 2	Apparel	199	-1	10937	1	-1	-1
